BEGIN_SCAN
50,20,20,0
179,40,20,0
183,60,20,0
190,80,20,0
198,100,20,0
202,120,20,0
204,140,20,0
202,160,20,0
201,180,20,0
202,200,20,0
202,220,20,0
202,240,20,0
204,260,20,0
204,280,20,0
202,300,20,0
202,320,20,0
201,340,20,0
202,360,20,0
204,380,20,0
201,400,20,0
202,420,20,0
202,440,20,0
202,460,20,0
202,480,20,0
202,500,20,0
204,520,20,0
202,540,20,0
202,560,20,0
201,580,20,0
202,600,20,0
202,620,20,0
204,640,20,0
204,660,20,0
202,680,20,0
205,700,20,0
207,720,20,0
204,740,20,0
205,760,20,0
204,780,20,0
201,800,20,0
201,820,20,0
202,840,20,0
199,860,20,0
197,880,20,0
197,900,20,0
195,920,20,0
195,940,20,0
196,960,20,0
195,980,20,0
195,1000,20,0
194,1020,20,0
194,1040,20,0
194,1060,20,0
194,1080,20,0
194,1100,20,0
196,1120,20,0
196,1140,20,0
200,1160,20,0
200,1180,20,0
198,1200,20,0
196,1220,20,0
195,1240,20,0
193,1260,20,0
193,1280,20,0
193,1300,20,0
195,1320,20,0
193,1340,20,0
194,1360,20,0
194,1380,20,0
192,1400,20,0
193,1420,20,0
193,1440,20,0
192,1460,20,0
194,1480,20,0
194,1500,20,0
193,1520,20,0
194,1540,20,0
195,1560,20,0
196,1580,20,0
198,1600,20,0
197,1620,20,0
200,1640,20,0
202,1660,20,0
201,1680,20,0
202,1700,20,0
201,1720,20,0
202,1740,20,0
202,1760,20,0
201,1780,20,0
201,1800,20,0
202,1820,20,0
202,1840,20,0
201,1860,20,0
201,1880,20,0
201,1900,20,0
202,1920,20,0
202,1940,20,0
201,1960,20,0
201,1980,20,0
201,2000,20,0
201,2020,20,0
202,2040,20,0
200,2060,20,0
201,2080,20,0
202,2100,20,0
202,2120,20,0
201,2140,20,0
202,2160,20,0
201,2180,20,0
200,2200,20,0
202,2220,20,0
202,2240,20,0
202,2260,20,0
201,2280,20,0
201,2300,20,0
201,2320,20,0
202,2340,20,0
201,2360,20,0
201,2380,20,0
202,2400,20,0
201,2420,20,0
201,2440,20,0
201,2460,20,0
201,2480,20,0
201,2500,20,0
201,2520,20,0
201,2540,20,0
201,2560,20,0
201,2580,20,0
202,2600,20,0
200,2620,20,0
193,2640,20,0
167,2660,20,0
109,2680,20,0
78,2700,20,0
59,2720,20,0
53,2740,20,0
51,2760,20,0
53,2780,20,0
